research_area_id,member_id,area,normalized_area,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
rea_7c8bbfe83f,mem_c98befafc2,i joined hull services,i joined hull services,3,both,yes,yes,no
rea_84f42b8dc6,mem_c98befafc2,health systems,health systems,4,both,yes,yes,no
rea_8cd2ff6ed0,mem_c98befafc2,mental health services,mental health services,5,both,yes,yes,no
rea_bea767460d,mem_c98befafc2,clinical outcomes,clinical outcomes,6,both,yes,yes,no
rea_6cdca9bfe1,mem_c98befafc2,cognitive behavioral therapy,cognitive behavioral therapy,7,both,yes,yes,no
rea_280eecea0b,mem_c98befafc2,youth mental health,youth mental health,8,both,yes,yes,no
rea_b4dfd4e851,mem_c98befafc2,improving health outcomes by consolidating and strengthening transdisciplinary community-academic partnerships,improving health outcomes by consolidating and strengthening transdisciplinary community academic partnerships,2,permissive_only,no,yes,yes
rea_c3be15e4c2,mem_c98befafc2,investigating interventions to support youth impacted by developmental trauma principal investigator,investigating interventions to support youth impacted by developmental trauma principal investigator,3,permissive_only,no,yes,yes
rea_e471065673,mem_c98befafc2,co-developing a partnerships platform to disseminate community-led health equity research and knowledge mobilization collaborator,co developing a partnerships platform to disseminate community led health equity research and knowledge mobilization collaborator,4,permissive_only,no,yes,yes
rea_e11cd8c34a,mem_c98befafc2,burns memorial fund for children: community grant,burns memorial fund for children community grant,5,permissive_only,no,yes,yes
rea_acd89f1547,mem_c98befafc2,beginner-level pump track to support trauma-informed sports for vulnerable youth project holder,beginner level pump track to support trauma informed sports for vulnerable youth project holder,6,permissive_only,no,yes,yes
rea_afe4b5c19a,mem_c98befafc2,parks foundation calgary: amateur sport grant,parks foundation calgary amateur sport grant,7,permissive_only,no,yes,yes
rea_1e0f788fe2,mem_c98befafc2,trauma-informed campus-based care (ticbc) environments,trauma informed campus based care ticbc environments,8,permissive_only,no,yes,yes
rea_7202a35940,mem_c98befafc2,improving health outcomes by consolidating,improving health outcomes by consolidating,9,permissive_only,no,yes,yes
rea_05e36b55dd,mem_c98befafc2,learning from wise practices,learning from wise practices,10,permissive_only,no,yes,yes
rea_bc85a2a04d,mem_c98befafc2,canadian institutes of health research. $10,canadian institutes of health research 10,11,permissive_only,no,yes,yes
rea_7878bb8721,mem_c98befafc2,investigating interventions to support youth impacted by developmental trauma,investigating interventions to support youth impacted by developmental trauma,12,permissive_only,no,yes,yes
rea_dcae02a6d0,mem_c98befafc2,social science,social science,13,permissive_only,no,yes,yes
rea_c611c0fe49,mem_c98befafc2,canadian institutes of health research: planning,canadian institutes of health research planning,14,permissive_only,no,yes,yes
rea_1535ac9503,mem_c98befafc2,co-developing a partnerships platform to disseminate community-led health equity research and knowledge mobilization,co developing a partnerships platform to disseminate community led health equity research and knowledge mobilization,15,permissive_only,no,yes,yes
rea_a789ba7c57,mem_c98befafc2,building transdisciplinary partnerships to advance post-secondary mental health,building transdisciplinary partnerships to advance post secondary mental health,16,permissive_only,no,yes,yes
rea_039826c91c,mem_c98befafc2,building transdisciplinary partnerships to advance post-secondary mental health and well-being research and knowledge mobilization,building transdisciplinary partnerships to advance post secondary mental health and well being research and knowledge mobilization,17,permissive_only,no,yes,yes
rea_78770f6870,mem_c98befafc2,youth-mind co-supervisor,youth mind co supervisor,18,permissive_only,no,yes,yes
rea_35aeb9ab16,mem_c98befafc2,gathering youth perspectives to optimize therapeutic recreaton,gathering youth perspectives to optimize therapeutic recreaton,19,permissive_only,no,yes,yes
rea_adb6c33c6c,mem_c98befafc2,parks foundation calgary: amateur sport grant. $50,parks foundation calgary amateur sport grant 50,20,permissive_only,no,yes,yes
rea_37d759cb73,mem_c98befafc2,beginner-level pump track to support trauma-informed sports for vulnerable youth,beginner level pump track to support trauma informed sports for vulnerable youth,21,permissive_only,no,yes,yes
rea_b8d140bbe4,mem_c98befafc2,implementing canadian practice guidelines for transitions for youth,implementing canadian practice guidelines for transitions for youth,22,permissive_only,no,yes,yes
rea_6546cf8e02,mem_c98befafc2,young adults with eating disorders co-applicant,young adults with eating disorders co applicant,23,permissive_only,no,yes,yes
rea_8573c369ec,mem_c98befafc2,young adults with eating disorders,young adults with eating disorders,24,permissive_only,no,yes,yes
rea_6b362d8ab8,mem_c98befafc2,child health,child health,25,permissive_only,no,yes,yes
rea_927de7bed4,mem_c98befafc2,health and life,health and life,26,permissive_only,no,yes,yes
rea_a9ff4ad3f7,mem_c98befafc2,behavioural brain research . 434,behavioural brain research 434,31,permissive_only,no,yes,yes
rea_6f23f77031,mem_c98befafc2,experiences of canadian mental health providers in identifying,experiences of canadian mental health providers in identifying,32,permissive_only,no,yes,yes
rea_9a747e3343,mem_c98befafc2,herhealth podcast,herhealth podcast,33,permissive_only,no,yes,yes
rea_4cb724b47c,mem_bb4df08b42,early psychosis,early psychosis,0,both,yes,yes,no
rea_4144ee136a,mem_bb4df08b42,neuroimaging,neuroimaging,1,both,yes,yes,no
rea_6a375e87ea,mem_bb4df08b42,concurrent psychiatric,concurrent psychiatric,2,both,yes,yes,no
rea_0e35056de8,mem_bb4df08b42,substance use disorders,substance use disorders,3,both,yes,yes,no
rea_9f39c1ce63,mem_bb4df08b42,gambling disorder,gambling disorder,4,both,yes,yes,no
rea_02dc083895,mem_3e0e98847e,autism,autism,0,both,yes,yes,no
rea_1cab9eab31,mem_3e0e98847e,determinants of health,determinants of health,1,both,yes,yes,no
rea_b5b02b3fac,mem_3e0e98847e,health services research,health services research,2,both,yes,yes,no
rea_1b18090c97,mem_3e0e98847e,neurodevelopmental disorders,neurodevelopmental disorders,3,both,yes,yes,no
rea_6b1640d4b0,mem_3e0e98847e,patient and family centred care,patient and family centred care,4,both,yes,yes,no
rea_d2721c1e7a,mem_3e0e98847e,consist of neurodevelopmental disabilities,consist of neurodevelopmental disabilities,5,both,yes,yes,no
rea_14a5613d3a,mem_3e0e98847e,chronic health issues in childhood,chronic health issues in childhood,6,both,yes,yes,no
rea_a465cab306,mem_3e0e98847e,other family members,other family members,7,both,yes,yes,no
rea_37cb7f165c,mem_3e0e98847e,incorporation of the social determinants of health,incorporation of the social determinants of health,8,both,yes,yes,no
rea_4e33b514eb,mem_3e0e98847e,access to services,access to services,9,both,yes,yes,no
rea_59697b30df,mem_3e0e98847e,chronic disease,chronic disease,34,both,yes,yes,no
rea_0b35acdcaa,mem_3e0e98847e,focus consist of neurodevelopmental disabilities,focus consist of neurodevelopmental disabilities,2,permissive_only,no,yes,yes
rea_04e6818a55,mem_3e0e98847e,"this program of research incorporates multiple partnerships at the community, provincial, and international level",this program of research incorporates multiple partnerships at the community provincial and international level,4,permissive_only,no,yes,yes
rea_3da931493f,mem_3e0e98847e,consist of neurodevelopmental disabilities and chronic health issues in childhood and adolescence,consist of neurodevelopmental disabilities and chronic health issues in childhood and adolescence,11,permissive_only,no,yes,yes
rea_ce7fd8a4bc,mem_3e0e98847e,kanata learning company ltd,kanata learning company ltd,13,permissive_only,no,yes,yes
rea_13256e3331,mem_3e0e98847e,canadian association of paediatric health centres,canadian association of paediatric health centres,14,permissive_only,no,yes,yes
rea_8e85e85a65,mem_3e0e98847e,canadian association of pediatric health centres,canadian association of pediatric health centres,15,permissive_only,no,yes,yes
rea_b5b2eab592,mem_3e0e98847e,system of health care,system of health care,16,permissive_only,no,yes,yes
rea_2edfd7aa7b,mem_3e0e98847e,conference proceedings integrating clinical practice and classroom learning,conference proceedings integrating clinical practice and classroom learning,17,permissive_only,no,yes,yes
rea_616d08fe19,mem_3e0e98847e,integrating clinical practice and classroom learning,integrating clinical practice and classroom learning,18,permissive_only,no,yes,yes
rea_f80b4caa6e,mem_3e0e98847e,developmental disability,developmental disability,19,permissive_only,no,yes,yes
rea_69057abc4d,mem_3e0e98847e,integrating qualitative research on the experience of fathers of children with neurodevelopmental disorders,integrating qualitative research on the experience of fathers of children with neurodevelopmental disorders,20,permissive_only,no,yes,yes
rea_c49ca0a78f,mem_3e0e98847e,transportation research and policy review for asd individuals across canada: a lifespan perspective,transportation research and policy review for asd individuals across canada a lifespan perspective,21,permissive_only,no,yes,yes
rea_6a3d239c24,mem_3e0e98847e,transportation research,transportation research,22,permissive_only,no,yes,yes
rea_b3900be82e,mem_3e0e98847e,employer perspectives on workers with mental illness,employer perspectives on workers with mental illness,23,permissive_only,no,yes,yes
rea_ba63b900bf,mem_3e0e98847e,employer perspectives on workers with mental illness and disability,employer perspectives on workers with mental illness and disability,24,permissive_only,no,yes,yes
rea_6b83f6c56b,mem_3e0e98847e,pediatric thoracic transplantation: a transformative process,pediatric thoracic transplantation a transformative process,25,permissive_only,no,yes,yes
rea_d532664ebb,mem_f80aadfb52,stroke,stroke,0,both,yes,yes,no
rea_bacf6a8b2d,mem_f80aadfb52,genetic causes of parkinson's,genetic causes of parkinson s,2,both,yes,yes,no
rea_4bd77e55bb,mem_f80aadfb52,parkinson disease,parkinson disease,3,both,yes,yes,no
rea_ca8c48bd16,mem_f80aadfb52,movement disorders,movement disorders,6,both,yes,yes,no
rea_f7dcf500fd,mem_f80aadfb52,genetic causes of the disease,genetic causes of the disease,34,both,yes,yes,no
rea_215b1c93a3,mem_999cbbb01a,stroke,stroke,0,both,yes,yes,no
rea_de15700d07,mem_999cbbb01a,pain,pain,1,both,yes,yes,no
rea_f6e6f2a783,mem_999cbbb01a,anesthetic outcomes in neurosurgery,anesthetic outcomes in neurosurgery,6,both,yes,yes,no
rea_eafd7b8255,mem_999cbbb01a,interventional neuroradiology,interventional neuroradiology,7,both,yes,yes,no
rea_1ec8d2b63e,mem_999cbbb01a,research: anesthetic outcomes in neurosurgery,research anesthetic outcomes in neurosurgery,2,permissive_only,no,yes,yes
rea_d2bb4b4bfe,mem_c9fd274cf3,child development,child development,0,both,yes,yes,no
rea_3fb0cb7f0e,mem_c9fd274cf3,health services and policy research,health services and policy research,1,both,yes,yes,no
rea_5012e78e72,mem_c9fd274cf3,maternal health,maternal health,2,both,yes,yes,no
rea_223bc09c54,mem_c9fd274cf3,perinatal mental health,perinatal mental health,3,both,yes,yes,no
rea_2162a4adcb,mem_c9fd274cf3,application of e-technology to mental healthcare,application of e technology to mental healthcare,6,both,yes,yes,no
rea_78fe3d09de,mem_c9fd274cf3,health systems,health systems,11,both,yes,yes,no
rea_9a62f6ae7d,mem_c9fd274cf3,depression,depression,13,both,yes,yes,no
rea_a32cf97dc4,mem_c9fd274cf3,modifiable influences of child mental health,modifiable influences of child mental health,14,both,yes,yes,no
rea_59732bf7d9,mem_c9fd274cf3,providing mental health care options for women,providing mental health care options for women,19,both,yes,yes,no
rea_98bedb92b5,mem_c9fd274cf3,kingston's research has focused on providing mental health care options for women,kingston s research has focused on providing mental health care options for women,5,permissive_only,no,yes,yes
rea_3879bc3812,mem_c9fd274cf3,see: www. hopementalhealth4women. com,see www hopementalhealth4women com,6,permissive_only,no,yes,yes
rea_debd0dcef3,mem_c9fd274cf3,visit her latest mental health web-app for women across the life-course at,visit her latest mental health web app for women across the life course at,7,permissive_only,no,yes,yes
rea_c862745235,mem_c9fd274cf3,www. hopementalhealth4women. com,www hopementalhealth4women com,8,permissive_only,no,yes,yes
rea_22595585c6,mem_c9fd274cf3,e-mental health for women e-mental health for women across the life-course,e mental health for women e mental health for women across the life course,9,permissive_only,no,yes,yes
rea_24eeff022a,mem_c9fd274cf3,e-mental health for women,e mental health for women,10,permissive_only,no,yes,yes
rea_38e9c63f70,mem_c9fd274cf3,e-mental health for women across the life-course,e mental health for women across the life course,11,permissive_only,no,yes,yes
rea_c6e9d6150b,mem_c9fd274cf3,in the news renewed funding for cross-provincial chair in women's mental health,in the news renewed funding for cross provincial chair in women s mental health,12,permissive_only,no,yes,yes
rea_128caeb3af,mem_c9fd274cf3,alberta women's health foundation,alberta women s health foundation,13,permissive_only,no,yes,yes
rea_af47458b95,mem_c9fd274cf3,renewed funding for cross-provincial chair in women's mental health,renewed funding for cross provincial chair in women s mental health,14,permissive_only,no,yes,yes
rea_4967f17a50,mem_c9fd274cf3,finding the fractures in women's health,finding the fractures in women s health,15,permissive_only,no,yes,yes
rea_74207d8254,mem_bc444455ee,developmental genetics,developmental genetics,0,both,yes,yes,no
rea_21be3b6181,mem_bc444455ee,epilepsy,epilepsy,1,both,yes,yes,no
rea_eb0fc13f76,mem_bc444455ee,novel therapeutics,novel therapeutics,2,both,yes,yes,no
rea_0cd9c8ff58,mem_bc444455ee,developmental neuroscience,developmental neuroscience,3,both,yes,yes,no
rea_13bd520270,mem_bc444455ee,neurodevelopmental disorders,neurodevelopmental disorders,4,both,yes,yes,no
rea_c2ea8a28e3,mem_bc444455ee,neural stem cells,neural stem cells,5,both,yes,yes,no
rea_7c2b82e875,mem_bc444455ee,cellular and molecular neuroscience,cellular and molecular neuroscience,6,both,yes,yes,no
rea_edb8146a97,mem_bc444455ee,studying neural stem cell behaviors,studying neural stem cell behaviors,7,both,yes,yes,no
rea_acc4297f0a,mem_bc444455ee,impact of environmental factors,impact of environmental factors,8,both,yes,yes,no
rea_d99674c4a2,mem_ee6b1c7368,children's long term health,children s long term health,0,both,yes,yes,no
rea_62106ef7a0,mem_ee6b1c7368,neurodevelopmental outcomes of children,neurodevelopmental outcomes of children,1,both,yes,yes,no
rea_221ff19562,mem_ee6b1c7368,children's neurodevelopmental outcomes in infancy,children s neurodevelopmental outcomes in infancy,2,both,yes,yes,no
rea_6ea5dde7ee,mem_ee6b1c7368,autism,autism,3,both,yes,yes,no
rea_266f69437a,mem_ee6b1c7368,reading disorders,reading disorders,5,both,yes,yes,no
rea_25da7e1503,mem_ee6b1c7368,developmental coordination disorder,developmental coordination disorder,6,both,yes,yes,no
rea_a199bb178f,mem_ee6b1c7368,brain basis,brain basis,7,both,yes,yes,no
rea_86ea51484a,mem_ee6b1c7368,maternal mental health,maternal mental health,8,both,yes,yes,no
rea_e40eab1fb8,mem_ee6b1c7368,environmental exposures on maternal,environmental exposures on maternal,9,both,yes,yes,no
rea_e859e6060f,mem_ee6b1c7368,child health,child health,10,both,yes,yes,no
rea_100543cb0f,mem_ee6b1c7368,all non genetic factors) factors,all non genetic factors factors,11,both,yes,yes,no
rea_8e14c49be8,mem_ee6b1c7368,brain structure,brain structure,12,both,yes,yes,no
rea_f621e77624,mem_ee6b1c7368,children with neurodevelopmental disorders including developmental coordination disorder,children with neurodevelopmental disorders including developmental coordination disorder,13,both,yes,yes,no
rea_e51fb1f703,mem_ee6b1c7368,autsim spectrum disorder,autsim spectrum disorder,14,both,yes,yes,no
rea_1f9589aac5,mem_ee6b1c7368,genetic basis genes of developmental coordination disorder,genetic basis genes of developmental coordination disorder,15,both,yes,yes,no
