education_id,member_id,degree,institution,field_of_study,year,raw_text,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
edu_f37d9f3402,mem_3f62008a1f,B.A,University of Saskatchewan,B.A. Psychology,2002,"B.A. Psychology, University of Saskatchewan, 2002",0,both,yes,yes,no
edu_3fd649b6b8,mem_3f62008a1f,,University of Lethbridge,,2005,"M.Ed. Counselling Psychology, University of Lethbridge, 2005",1,both,yes,yes,no
edu_397cba02e5,mem_3f62008a1f,Doctor of Philosophy,University of Calgary,Doctor of Philosophy Applied Psychology,2012,"Doctor of Philosophy Applied Psychology, University of Calgary, 2012",2,both,yes,yes,no
edu_6a240b5041,mem_707257fb34,Doctor of Philosophy,University of North Carolina,Doctor of Philosophy Sociology,2003,"Doctor of Philosophy Sociology, University of North Carolina, 2003",0,both,yes,yes,no
edu_d3e9ec55c6,mem_707257fb34,M.A,University of California,M.A. Anthropology,1994,"M.A. Anthropology, University of California, 1994",1,both,yes,yes,no
edu_6b634bfd57,mem_707257fb34,M.A,University of North Carolina,M.A. Sociology,1998,"M.A. Sociology, University of North Carolina, 1998",2,both,yes,yes,no
edu_c4c145d8ee,mem_707257fb34,B.A,University of Cambridge,B.A. Sociology,1990,"B.A. Sociology, University of Cambridge, 1990",3,both,yes,yes,no
edu_5a4f7d30f4,mem_37dd23d078,,University of Calgary,,,"Postdoctoral Fellowship Epidemiology, University of Calgary,",0,both,yes,yes,no
edu_9ab3c5e9d7,mem_37dd23d078,,Sunnybrook Research Institute / ICES,,,"Postdoctoral Fellowship Machine Learning for Health Outcome Prediction, Sunnybrook Research Institute / ICES,",1,both,yes,yes,no
edu_8dc004a998,mem_37dd23d078,PhD,University of Calgary,PhD Epidemiology,,"PhD Epidemiology, University of Calgary,",2,both,yes,yes,no
edu_11b4b50ac9,mem_37dd23d078,MSc,University of Calgary,MSc Health Services Research,,"MSc Health Services Research, University of Calgary,",3,both,yes,yes,no
edu_cf880b9d1b,mem_22a4e04503,BA,York University,BA Honours Psychology,2008,"BA Honours Psychology, York University, 2008",0,both,yes,yes,no
edu_4ba88b84a5,mem_22a4e04503,PhD,University of British Columbia,PhD Neuroscience,2015,"PhD Neuroscience, University of British Columbia, 2015",1,both,yes,yes,no
edu_d1b8e1e83d,mem_6bf0d57aba,BSc,Dr. Burton obtained her BSc in the Life Sciences in 1996 and her MD in 2000 at the University of Toronto. She then undertook a Neurology residency at the University of Toronto completed in 2005. At that time she spent two years in a Multiple Sclerosis fellowship with Dr. Paul O'Connor from 2005-2007 as well as obtaining her MSc in Clinical Epidemiology from 2006-2008 (both at the University of Toronto). She was on staff at the University of Toronto at the MS clinic from 2007-2009 until she joined the Department of Clinical Neurosciences and the MS Program as well as the Department of Community Health Sciences at the University of Calgary in 2009 where she is currently an Associate Clinical Professor and a full member of the MS Research Program with the Hotchkiss Brian Institute.,,1996,Dr. Burton obtained her BSc in the Life Sciences in 1996 and her MD in 2000 at the University of Toronto. She then undertook a Neurology residency at the University of Toronto completed in 2005. At that time she spent two years in a Multiple Sclerosis fellowship with Dr. Paul O'Connor from 2005-2007 as well as obtaining her MSc in Clinical Epidemiology from 2006-2008 (both at the University of Toronto). She was on staff at the University of Toronto at the MS clinic from 2007-2009 until she joined the Department of Clinical Neurosciences and the MS Program as well as the Department of Community Health Sciences at the University of Calgary in 2009 where she is currently an Associate Clinical Professor and a full member of the MS Research Program with the Hotchkiss Brian Institute.,0,both,yes,yes,no
edu_56050520cd,mem_6bf0d57aba,,most recently in a trial of high-dose vitamin D in the treatment of optic neuritis. She has also focused on NMOSD and MOG writing many guidelines on the subject as well as escalation strategies for aggressive disease. She is also the co-director of the Autologous Hematopoietic Stem Cell Transplant Program for Multiple Sclerosis at the University of Calgary. She also participates in the Evidence Based Medicine educational program for neurology residents and supervises students in a variety of research settings.,,,"Dr. Burton's research has focused for over 15 years on the role of vitamin D in MS, most recently in a trial of high-dose vitamin D in the treatment of optic neuritis. She has also focused on NMOSD and MOG writing many guidelines on the subject as well as escalation strategies for aggressive disease. She is also the co-director of the Autologous Hematopoietic Stem Cell Transplant Program for Multiple Sclerosis at the University of Calgary. She also participates in the Evidence Based Medicine educational program for neurology residents and supervises students in a variety of research settings.",1,both,yes,yes,no
edu_85e9d75c95,mem_7d3968111f,Bachelor of Science,University of Calgary,Bachelor of Science Biological Sciences,2011,"Bachelor of Science Biological Sciences, University of Calgary, 2011",0,both,yes,yes,no
edu_2f4d77c14c,mem_7d3968111f,Master of Science,University of Calgary,Master of Science Epidemiology,2017,"Master of Science Epidemiology, University of Calgary, 2017",1,both,yes,yes,no
edu_47efdf67a4,mem_7d3968111f,,Doctor of Medicine University of Calgary,,2017,"Doctor of Medicine University of Calgary, 2017",2,both,yes,yes,no
edu_a85cdc5805,mem_36447b4ebf,,Christian-Albrechts University of Kiel,,2001,"Dr. rer. nat. Theoretical Physics, Christian-Albrechts University of Kiel, 2001",0,both,yes,yes,no
edu_d47852c2e3,mem_36447b4ebf,MSc,The Pennsylvania State University,MSc. Physics,1998,"MSc. Physics, The Pennsylvania State University, 1998",1,both,yes,yes,no
edu_ade7a62619,mem_cd4b5d2ba6,,Swiss Institute for Medical Education/ Swiss Ministry of Health,,2022,"Swiss Board Certification Radiology, Swiss Institute for Medical Education/ Swiss Ministry of Health, 2022",0,both,yes,yes,no
edu_5a63d55e7f,mem_cd4b5d2ba6,PhD,Amsterdam University Medical Centre,Department of Neuroradiology,2021,"PhD, Amsterdam University Medical Centre, Department of Neuroradiology, 2021",1,both,yes,yes,no
edu_c7a8ea6f29,mem_cd4b5d2ba6,MD,,Friedrich Schiller Universitaet Jena,2017,"MD, Friedrich Schiller Universitaet Jena, Faculty of Medicine (Germany), 2017",2,both,yes,yes,no
edu_117d9d1df4,mem_cd4b5d2ba6,,Johanna Ospel is Neuroradiology Fellow and Stroke Researcher at the University of Calgary Department of Clinical Neurosciences.,,,Johanna Ospel is Neuroradiology Fellow and Stroke Researcher at the University of Calgary Department of Clinical Neurosciences.,3,both,yes,yes,no
edu_9007a20c03,mem_cd4b5d2ba6,MD,She completed her medical studies and MD at the Friedrich-Schiller University (Germany),a PhD in Neurosciences at the University of Amsterdam (Netherlands),,"She completed her medical studies and MD at the Friedrich-Schiller University (Germany), a PhD in Neurosciences at the University of Amsterdam (Netherlands), and a 5-year residency in Radiology and at the University of Basel (Switzerland), followed by a Diagnostic and Interventional Neuroradiology Fellowship at the University of Calgary.",4,both,yes,yes,no
edu_b537f44d8e,mem_cd4b5d2ba6,,She still holds a teaching and research positions at the University of Basel where she was appointed a “Privatdozentin” (Senior Lecturer) in 2023.,,2023,She still holds a teaching and research positions at the University of Basel where she was appointed a “Privatdozentin” (Senior Lecturer) in 2023.,5,both,yes,yes,no
edu_497896dc6e,mem_cd4b5d2ba6,,,,,She has co-authored over 250 editorials & peer-reviewed research articles on various topics in Stroke Medicine and Interventional Neuroradiology.,6,both,yes,yes,no
edu_0a9b09a25f,mem_cd4b5d2ba6,,,,,"Her ongoing research aims to expand the indications of endovascular thrombectomy, notably to patients with medium vessel occlusions (MeVO) as well as patients with minor stroke, investigate associations between imaging biomarkers and post-stroke clinical outcomes, and to explore strategies for cerebroprotection in patients with acute ischemic stroke.",7,both,yes,yes,no
edu_438cc207f1,mem_cd4b5d2ba6,,,,,"She is co-Principal investigator of several CIHR-funded studies and trials, including ESCAPE-CORE, ESCAPE-OPTIMUS and ESCAPE-MeVO.",8,both,yes,yes,no
edu_528b5b6051,mem_cd4b5d2ba6,,,,,"Dr. Johanna Ospel is member of several scientific societies and committees. She is Section Editor of the Journal Stroke and Reviewer numerous scientific journals, including Stroke, The Lancet, and The Lancet Neurology.",9,both,yes,yes,no
edu_a734ba876d,mem_cd4b5d2ba6,,a post-graduate master program at the University of Bern,,,"She is part of several ESO/ESMINT guideline committees and currently leads the ESMINT/EYMINT research and survey committee. Furthermore, she is a master student supervisor for the Master of Advanced Stroke Studies in Medicine, a post-graduate master program at the University of Bern, Switzerland.",10,both,yes,yes,no
edu_b4db299be8,mem_bd40fc0757,PhD,University of Florida,PhD Microbiology and Cell Science,2012,"PhD Microbiology and Cell Science, University of Florida, 2012",0,both,yes,yes,no
edu_5b0e6d2d9b,mem_bd40fc0757,BSc,University of Florida,BSc Microbiology and Cell Science,2008,"BSc Microbiology and Cell Science, University of Florida, 2008",1,both,yes,yes,no
edu_a6812d56b5,mem_bd40fc0757,,St. John's College Junior College,,2005,"Associate's Degree Biology, Chemistry and Mathematics, St. John's College Junior College, Belize, 2005",2,both,yes,yes,no
edu_5996d5c7b1,mem_105244bf73,,University of Alberta,,1988,"Bach of Med Sci Medicine, University of Alberta, 1988",0,both,yes,yes,no
edu_a26b5ed928,mem_105244bf73,,University of Alberta,,1991,"Doctor of Medicine Medicine, University of Alberta, 1991",1,both,yes,yes,no
edu_fabd0f7e53,mem_105244bf73,Doctor of Philosophy,McMaster University,Doctor of Philosophy Health Research Methodology,2005,"Doctor of Philosophy Health Research Methodology , McMaster University, 2005",2,both,yes,yes,no
edu_e827c62a0c,mem_105244bf73,,University of Pittsburgh,,1997,"Master of Public Health Medicine, University of Pittsburgh, 1997",3,both,yes,yes,no
edu_a0ac1e45fb,mem_c3e463f320,,University of Western Ontario,,1974,"Doctor of Medicine Medicine, University of Western Ontario, 1974",0,both,yes,yes,no
edu_6cc7c1eaa6,mem_e8addbab25,,University of Alberta,,1990,"Bach of Med Sci Unknown, University of Alberta, 1990",0,both,yes,yes,no
edu_31e9df2322,mem_e8addbab25,,University of Alberta,,1992,"Doctor of Medicine Medicine, University of Alberta, 1992",1,both,yes,yes,no
edu_4398cab11f,mem_e8addbab25,,University of Alberta,,1997,"M.S. Other Basic Sciences, University of Alberta, 1997",2,both,yes,yes,no
edu_a5fc0b7767,mem_f7f8d26dcb,BSc,University of Lethbridge,BSc Neuroscience,2003,"BSc Neuroscience, University of Lethbridge, 2003",0,both,yes,yes,no
edu_e1eee6cbfa,mem_f7f8d26dcb,MSc,University of Lethbridge,MSc Neuroscience,2005,"MSc Neuroscience, University of Lethbridge, 2005",1,both,yes,yes,no
edu_5ce0f1cc8e,mem_f7f8d26dcb,Doctor of Philosophy,University of British Columbia,Doctor of Philosophy Neuroscience,2010,"Doctor of Philosophy Neuroscience, University of British Columbia, 2010",2,both,yes,yes,no
edu_5b6cad75fa,mem_f7f8d26dcb,,Hospital for Sick Children,,2017,"Post-Doctoral Fellowship Neuroscience, Hospital for Sick Children, 2017",3,both,yes,yes,no
edu_5a224c39e1,mem_6d56bbe087,B.Sc,University of Calgary,B.Sc. Biochemistry,1979,"B.Sc. Biochemistry, University of Calgary, 1979",0,both,yes,yes,no
edu_a47d926642,mem_6d56bbe087,PhD,Harvard University,PhD Biochemistry,1985,"PhD Biochemistry, Harvard University, 1985",1,both,yes,yes,no
edu_06c19c3fa0,mem_6d56bbe087,,University of Toronto,,1989,"Postdoctoral Molecular Biology, University of Toronto, 1989",2,both,yes,yes,no
edu_807bb36375,mem_74bc2844fc,Ph.D,University of British Columbia Okanagan,Ph.D. Cerebrovascular Physiology,2015,"Ph.D. Cerebrovascular Physiology, University of British Columbia Okanagan, 2015",0,both,yes,yes,no
edu_5f348abb51,mem_2cc369c2c7,PhD,Queen's University,PhD Nursing,2022,"PhD Nursing, Queen's University , 2022",0,both,yes,yes,no
edu_565172fc9a,mem_2cc369c2c7,,Athabasca University,,2014,"Masters Nursing, Athabasca University , 2014",1,both,yes,yes,no
edu_a0f48f8d8e,mem_2cc369c2c7,BSc,University of Alberta,BSc Nursing,2003,"BSc Nursing, University of Alberta, 2003",2,both,yes,yes,no
edu_83c4b8faca,mem_6b37eba80f,PhD,University of British Columbia,PhD Cognitive Neuroscience,2014,"PhD Cognitive Neuroscience, University of British Columbia, 2014",0,both,yes,yes,no
edu_95caa8f785,mem_01f8882e68,MSc,Queen's University,MSc Healthcare Quality,2019,"MSc Healthcare Quality , Queen's University, 2019",0,both,yes,yes,no
edu_9b49e37ca5,mem_01f8882e68,MD,MD University of Saskatchewan,,2009,"MD University of Saskatchewan, 2009",1,both,yes,yes,no
edu_8aa9e18e00,mem_01f8882e68,BSc,BSc University of Iowa,,2003,"BSc University of Iowa, 2003",2,both,yes,yes,no
edu_0c43b88f4a,mem_9d7393c642,,University of Alberta,,2006,"Bachelor of Medical Science, University of Alberta, 2006",0,both,yes,yes,no
edu_e39dea26d8,mem_9d7393c642,,University of Alberta,,2010,"Doctor of Medicine, University of Alberta, 2010",1,both,yes,yes,no
edu_89bad0d888,mem_9d7393c642,,,,2014,"CSCN EEG Diplomate, Canadian Society of Clinical Neurophysiologists, 2014",2,both,yes,yes,no
edu_5984792869,mem_9d7393c642,,Royal College of Physicians & Surgeons of Canada,,2015,"FRCPC - Neurology, Royal College of Physicians & Surgeons of Canada, 2015",3,both,yes,yes,no
edu_b59132e8fc,mem_9d7393c642,,Royal College of Physicians & Surgeons of Canada,,2017,"FRCPC - Critical Care, Royal College of Physicians & Surgeons of Canada, 2017",4,both,yes,yes,no
edu_c790850e23,mem_9d7393c642,,,,2018,"ASN TCD Diplomate, American Society of Neuroimaging, 2018",5,both,yes,yes,no
edu_207574ac42,mem_9d7393c642,,,,2019,"UCNS Neurocritical Care Diplomate, United Council of Neurologic Subspecialties, 2019",6,both,yes,yes,no
edu_2ccb3ece85,mem_9d7393c642,MD,Dr. Julie Kromm obtained her MD from the University of Alberta. She then completed residencies in neurology at University of Alberta,and critical care medicine at University of Calgary. Thereafter,,"Dr. Julie Kromm obtained her MD from the University of Alberta. She then completed residencies in neurology at University of Alberta, and critical care medicine at University of Calgary. Thereafter, she completed a fellowship in neurocritical care at Columbia and Cornell Universities. In addition to her triple board certification, throughout her training she has attained certification in various neuro-monitoring modalities including electroencephalography, evoked potentials and transcranial doppler ultrasonography.",7,both,yes,yes,no
